#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
21.2%	10610000	-931255.1098354333	300.94564336521324	474
21.2%	10620000	-931623.5225907685	300.2394924083251	474
21.3%	10630000	-929470.9748760834	302.0217622424632	474
21.3%	10640000	-930887.3342722114	299.1345087567472	474
21.3%	10650000	-930083.5252686488	300.5631094922013	474
21.3%	10660000	-930223.983551593	298.7179817756368	474
21.3%	10670000	-929674.5336625474	298.7272532945939	474
21.4%	10680000	-928577.8798854332	299.87581639994994	474
21.4%	10690000	-931556.1995067778	301.9166779982792	474
21.4%	10700000	-930161.0743069546	301.9642173154587	474
21.4%	10710000	-931154.7237743274	298.3216959064365	474
21.4%	10720000	-930651.0649606567	299.76823987774833	474
21.5%	10730000	-929116.5597559824	300.27956216015446	474
21.5%	10740000	-929964.9009276256	299.3316264417121	474
21.5%	10750000	-931669.9744376699	301.0513987431644	474
21.5%	10760000	-929736.2072414383	299.05852179401774	474
21.5%	10770000	-929705.0179817756	300.1390181702023	474
21.6%	10780000	-930612.0941739962	301.4646104258339	474
21.6%	10790000	-930630.5401736391	300.06807570906733	474
21.6%	10800000	-929277.8534391862	301.15541862149036	474
21.6%	10810000	-932715.4211209868	299.02581340535704	474
21.6%	10820000	-931567.985188195	298.428525968226	474
21.7%	10830000	-930418.2373677064	299.7043041650215	474
21.7%	10840000	-930695.8359774901	300.21176410318293	474
21.7%	10850000	-932429.6405497785	298.84127131978715	474
21.7%	10860000	-930978.331399715	301.4447989369738	474
21.7%	10870000	-931152.6934329118	302.1467287179734	474
21.8%	10880000	-930789.1023339853	301.03847830929	474
21.8%	10890000	-930420.884507495	296.5088972016203	474
21.8%	10900000	-930728.4006642634	300.3988027457246	474
21.8%	10910000	-930613.1280229595	300.8504198502156	474
21.8%	10920000	-931093.0160729876	298.72108304227186	474
21.9%	10930000	-929239.8551737773	300.03777029991477	474
21.9%	10940000	-930591.7457563095	302.40068512697536	474
21.9%	10950000	-930184.5341522684	300.2404252801246	474
21.9%	10960000	-930977.5257449527	300.7512923412079	474
21.9%	10970000	-932480.0918922569	299.88530090220405	474
22.0%	10980000	-931512.5316336146	301.6791745374476	474
22.0%	10990000	-931747.5949053876	298.5636680936614	474
22.0%	11000000	-931860.9750588643	301.08784082950643	474
22.0%	11010000	-929201.6047551637	302.08631439452853	474
22.0%	11020000	-932174.5493788547	299.387757044413	474
22.1%	11030000	-930546.9791324968	298.40712953441846	474
22.1%	11040000	-932315.7169359424	300.25514416599503	474
22.1%	11050000	-932238.2695891494	301.54673550154314	474
22.1%	11060000	-930576.2046510056	302.77141339988793	474
22.1%	11070000	-930529.4839183223	299.84179224426794	474
22.2%	11080000	-930482.6143901702	301.5466009148812	474
22.2%	11090000	-929530.624897005	299.8491935073734	474
22.2%	11100000	-930423.1389813735	296.5918038931015	474
22.2%	11110000	-931374.4692430189	299.26266014154066	474
22.2%	11120000	-929349.3808940183	301.97589557783294	474
22.3%	11130000	-930052.8445312893	301.2542250789462	474
22.3%	11140000	-931083.900998204	300.1834583443714	474
22.3%	11150000	-930156.6562564038	299.27116589175176	474
22.3%	11160000	-929680.0347358845	299.63853499067824	474
22.3%	11170000	-931251.5651645502	301.179251500599	474
22.4%	11180000	-930314.9153761864	302.2844821776141	474
22.4%	11190000	-932189.834681022	300.39546369828435	474
22.4%	11200000	-931470.6341013303	302.3938847801709	474
22.4%	11210000	-931572.2952501038	301.6171644503732	474
22.4%	11220000	-930097.8910203162	300.7024428909422	474
22.5%	11230000	-929923.4108824674	300.7863788948463	474
22.5%	11240000	-930984.7973199054	300.80354457615886	474
22.5%	11250000	-932350.1919475431	300.4273996681533	474
22.5%	11260000	-931383.3824551753	297.8572501859856	474
22.5%	11270000	-931376.155102165	300.4761008259408	474
22.6%	11280000	-929833.6603364926	298.91816457879776	474
22.6%	11290000	-931361.8225056753	300.10340700497096	474
22.6%	11300000	-931196.8929178091	298.45629103438733	474
22.6%	11310000	-929744.9974849601	299.44747765039006	474
22.6%	11320000	-931985.6686306903	301.634036119844	474
22.7%	11330000	-929985.3556035892	301.4152407429094	474
22.7%	11340000	-930751.5121252169	300.29017958998884	474
22.7%	11350000	-929679.8480634918	300.66486227868324	474
22.7%	11360000	-931270.8479474639	301.49840900595933	474
22.7%	11370000	-930600.202644052	300.30315353035144	474
22.8%	11380000	-932172.2845231113	299.57421179408396	474
22.8%	11390000	-930494.4432039624	300.6520046045495	474
22.8%	11400000	-930707.9447930893	299.6084656033085	474
22.8%	11410000	-929812.1487480667	299.5076045475278	474
22.8%	11420000	-930072.0864397371	301.072401764214	474
22.9%	11430000	-930589.6801549573	298.0388869276435	474
22.9%	11440000	-930752.1970428196	301.0331447533521	474
22.9%	11450000	-930065.8460945208	299.3243379175992	474
22.9%	11460000	-930455.2604148402	301.16718110943896	474
22.9%	11470000	-931064.3578763623	301.4503297909451	474
23.0%	11480000	-929859.4610871389	299.78566453128764	474
23.0%	11490000	-929988.2391330935	301.84976382250403	474
23.0%	11500000	-929770.4331586873	302.56124150162253	474
23.0%	11510000	-929236.0680844942	299.07381674955366	474
23.0%	11520000	-930414.7871113461	301.0211265071694	474
23.1%	11530000	-930321.8482184485	299.6922165628917	474
23.1%	11540000	-930227.6417772607	298.8952596382781	474
23.1%	11550000	-930332.3566776849	301.22060130315384	474
23.1%	11560000	-930637.7498833975	299.6796227028789	474
23.1%	11570000	-930994.956651554	299.5122786022939	474
23.2%	11580000	-931244.1328214421	299.7141046096119	474
23.2%	11590000	-931024.9728048407	299.921726696003	474
23.2%	11600000	-931360.222664339	300.2399675094966	474
23.2%	11610000	-931538.6466796012	301.09305252441357	474
23.2%	11620000	-930709.1549853412	299.67607169581487	474
23.3%	11630000	-930646.8782109567	300.20319752953503	474
23.3%	11640000	-929851.621324739	303.0114967615652	474
23.3%	11650000	-930118.2176659931	297.77994647200404	474
23.3%	11660000	-928189.0465768236	300.8866987438299	474
23.3%	11670000	-930810.3422641577	299.91358271033755	474
23.4%	11680000	-928532.0793936746	301.2953946857231	474
23.4%	11690000	-930744.1703837025	300.28503030224175	474
23.4%	11700000	-930322.6360690612	299.00199185039764	474
23.4%	11710000	-931271.9670949783	301.8514876287576	474
23.4%	11720000	-930738.0025749896	299.8691549590625	474
23.5%	11730000	-927759.7498703427	300.01464569523097	474
23.5%	11740000	-931524.5955529348	300.0140657729199	474
23.5%	11750000	-929968.155860615	301.53364323287406	474
23.5%	11760000	-931377.5755319959	299.16908384214827	474
23.5%	11770000	-930447.4360455638	300.68892315869533	474
23.6%	11780000	-931810.7206688328	300.640266029135	474
23.6%	11790000	-932188.8478606343	299.1992632050076	474
23.6%	11800000	-930188.7267670832	301.33632709210036	474
23.6%	11810000	-930754.7359226411	299.92634066888195	474
23.6%	11820000	-931219.1655933582	301.9060527157552	474
23.7%	11830000	-931458.6498431037	301.2379000912788	474
23.7%	11840000	-930303.0256446586	300.87345978208043	474
23.7%	11850000	-930083.0186392702	299.8327304505058	474
23.7%	11860000	-930996.3159960713	298.8941391919059	474
23.7%	11870000	-929656.334196995	302.02420833682856	474
23.8%	11880000	-929522.9269202687	298.9489475451772	474
23.8%	11890000	-929467.9418155621	299.9258805603957	474
23.8%	11900000	-931412.3255134239	298.2126862270569	474
23.8%	11910000	-929317.975898284	298.3460238025876	474
23.8%	11920000	-931131.7681934712	298.8863123005782	474
23.9%	11930000	-931412.2070885296	300.6772897003498	474
23.9%	11940000	-930952.2835497251	299.1451405818296	474
23.9%	11950000	-928867.4840900125	299.80755520168657	474
23.9%	11960000	-930899.3360618721	302.4547132232446	474
23.9%	11970000	-930541.2318028971	301.7334517235953	474
24.0%	11980000	-931011.493901425	300.0967796070771	474
24.0%	11990000	-930631.192299033	298.9238486471842	474
24.0%	12000000	-929245.5087192575	298.2990578340124	474
24.0%	12010000	-930258.6020917618	298.5893568987887	474
24.0%	12020000	-930841.4590435857	300.6430094165729	474
24.1%	12030000	-930549.0386413513	301.7614893593009	474
24.1%	12040000	-931091.9859204362	299.65830785655703	474
24.1%	12050000	-928993.6111086016	301.6763625092758	474
24.1%	12060000	-930993.6295876321	299.71541666777983	474
24.1%	12070000	-929889.998045852	299.1893007067019	474
24.2%	12080000	-930802.4949813844	300.4973958335077	474
24.2%	12090000	-930458.6170567134	298.5657792369467	474
24.2%	12100000	-931667.9119429947	300.9163585037177	474
24.2%	12110000	-930582.7562445272	298.8865887963163	474
24.2%	12120000	-931904.481891918	300.31869913306423	474
24.3%	12130000	-930698.1528180763	300.42687023157794	474
24.3%	12140000	-930646.9117699848	302.0285791333107	474
24.3%	12150000	-931629.4315172723	300.55179328236284	474
24.3%	12160000	-932496.282527966	300.0070138651809	474
24.3%	12170000	-929890.3128346913	299.9867887731064	474
24.4%	12180000	-931209.1698910124	301.50084069144407	474
24.4%	12190000	-930882.1225004173	300.42051335181134	474
24.4%	12200000	-930951.1613810826	299.9460702764284	474
24.4%	12210000	-929245.2178321914	299.1066412238838	474
24.4%	12220000	-930932.9800548214	300.3475775866986	474
24.5%	12230000	-929208.3283651546	299.0038268034677	474
24.5%	12240000	-929613.0560038532	300.67394327187935	474
24.5%	12250000	-930829.9454172151	299.34655497223156	474
24.5%	12260000	-928079.4509568405	301.5455248286671	474
24.5%	12270000	-930291.5055214427	298.05265696437334	474
24.6%	12280000	-929408.3902850118	299.3082719387162	474
24.6%	12290000	-929358.465786363	302.0221593911709	474
24.6%	12300000	-930504.4102180437	299.92722693571767	474
24.6%	12310000	-931219.3607463147	303.2205815626658	474
24.6%	12320000	-930010.861004943	300.7205126776185	474
24.7%	12330000	-931297.5070786104	301.04922646682655	474
24.7%	12340000	-932076.9641373609	299.67425284276294	474
24.7%	12350000	-929959.1279120063	302.623677756187	474
24.7%	12360000	-930919.4267200041	302.04599007384763	474
24.7%	12370000	-930447.1528822309	298.5561812187742	474
24.8%	12380000	-929865.1241069329	302.6557582479383	474
24.8%	12390000	-930086.0872141095	301.0640297583178	474
24.8%	12400000	-929989.4562950018	298.32174179663883	474
24.8%	12410000	-930039.9271146916	300.37846929913206	474
24.8%	12420000	-929411.0753853675	299.89001805925545	474
24.9%	12430000	-931263.4691075371	299.46886871871396	474
24.9%	12440000	-930977.7747185258	299.75291127644596	474
24.9%	12450000	-931362.0911820293	301.5695426299009	474
24.9%	12460000	-931342.1400290797	298.95274703383615	474
24.9%	12470000	-931533.434428975	300.373330043654	474
25.0%	12480000	-930242.6975407577	300.23680492404407	474
25.0%	12490000	-930197.5120784603	300.30724101543626	474
25.0%	12500000	-931010.5555239553	298.8699798157544	474
25.0%	12510000	-931846.8851667717	298.74612608153194	474
25.0%	12520000	-931142.74902758	299.62364454998834	474
25.1%	12530000	-930498.0510256002	299.66721943141135	474
25.1%	12540000	-931433.5840460788	297.93000994654597	474
25.1%	12550000	-929960.2144464315	299.79983899128854	474
25.1%	12560000	-930212.2339357338	301.1917943473421	474
25.1%	12570000	-930137.0032608965	298.48714597752826	474
25.2%	12580000	-930571.082749981	298.15189890169165	474
25.2%	12590000	-931035.0658340896	299.8274265071546	474
25.2%	12600000	-929870.4902326385	300.17831435359045	474
25.2%	12610000	-929910.2421888136	302.4789828732103	474
25.2%	12620000	-929069.4366794126	300.1036653575067	474
25.3%	12630000	-931603.5102985445	301.09613010542984	474
25.3%	12640000	-930292.503683947	301.9858067472631	474
25.3%	12650000	-931253.7454827265	299.1732105224292	474
25.3%	12660000	-931140.6376046096	299.78673797058883	474
25.3%	12670000	-930610.1147716627	297.88121504680913	474
25.4%	12680000	-931562.2713731192	299.1414995549599	474
25.4%	12690000	-931304.3762166947	301.18185687848944	474
25.4%	12700000	-929712.0356879891	299.08378226669726	474
25.4%	12710000	-931887.563169919	300.67785360821694	474
25.4%	12720000	-930302.6671282407	300.7816056994311	474
25.5%	12730000	-931233.6498512533	299.8648741862644	474
25.5%	12740000	-930863.0351224961	300.8635826967662	474
25.5%	12750000	-930634.696581386	299.3873224643617	474
25.5%	12760000	-930830.8754925695	299.3908048964626	474
25.5%	12770000	-930364.5905621597	300.317825219864	474
25.6%	12780000	-930305.7007723018	301.60604359211743	474
25.6%	12790000	-929830.4661716139	300.9154264836492	474
25.6%	12800000	-931658.0035964921	299.70094328191414	474
25.6%	12810000	-929611.91738752	298.03918074465344	474
25.6%	12820000	-931670.7929776809	300.6596469873198	474
25.7%	12830000	-930795.106539954	301.36415940792995	474
25.7%	12840000	-929647.1088582883	302.61696931284695	474
25.7%	12850000	-930749.3746701707	300.2913640691363	474
25.7%	12860000	-931017.8666789583	298.73210211711836	474
25.7%	12870000	-930353.9359177127	300.37124465045355	474
25.8%	12880000	-929766.0505049746	300.0913686851856	474
25.8%	12890000	-930108.0765766003	300.98243355956066	474
25.8%	12900000	-931506.1932248962	301.24899207334244	474
25.8%	12910000	-930979.0896771331	298.8189745300034	474
25.8%	12920000	-930538.6465026289	299.90553108430896	474
25.9%	12930000	-931497.3678175812	301.69945159557045	474
25.9%	12940000	-929948.0923811411	298.19151025540975	474
25.9%	12950000	-930064.7066438394	299.7914713223109	474
25.9%	12960000	-929764.8191265194	301.37981358040736	474
25.9%	12970000	-929312.1366842207	298.470310533288	474
26.0%	12980000	-929305.9090527776	298.4820228381784	474
26.0%	12990000	-930436.6354427529	299.89635514860623	474
26.0%	13000000	-929737.861728271	298.9229840900759	474
26.0%	13010000	-929843.9038869948	300.2624761698438	474
26.0%	13020000	-930017.0889147613	300.96500658218406	474
26.1%	13030000	-932726.6321162395	300.25163038247916	474
26.1%	13040000	-930652.5300426879	303.0645768496932	474
26.1%	13050000	-931000.7416092642	301.825900252436	474
26.1%	13060000	-931200.3797458434	300.9950405347256	474
26.1%	13070000	-930811.184043495	301.0602351944159	474
26.2%	13080000	-930021.2372956527	300.4712576169597	474
26.2%	13090000	-928854.1631707014	298.2683212666961	474
26.2%	13100000	-928368.240259361	299.8650292619399	474
26.2%	13110000	-929602.1997688026	300.0702135663634	474
26.2%	13120000	-931989.4820253616	299.6449277899994	474
26.3%	13130000	-929720.2744940585	300.95157594709644	474
26.3%	13140000	-930493.9863078264	299.11197657934423	474
26.3%	13150000	-930649.8842862961	301.3292714211495	474
26.3%	13160000	-930326.4964541444	300.924425186653	474
26.3%	13170000	-931763.065775258	298.6454783884317	474
26.4%	13180000	-932015.681330754	301.349591548248	474
26.4%	13190000	-931117.1017050655	299.90446137739576	474
26.4%	13200000	-931868.8968478884	301.8587997880493	474
26.4%	13210000	-931013.0264920387	299.7939440011936	474
26.4%	13220000	-931247.915737065	301.66532338039144	474
26.5%	13230000	-931410.911722918	300.27473096119354	474
26.5%	13240000	-929198.5217835861	301.50566641577683	474
26.5%	13250000	-929614.8292889567	299.9881065650436	474
26.5%	13260000	-930757.193800895	302.8317383104237	474
26.5%	13270000	-929651.8947607065	300.3793034145748	474
26.6%	13280000	-929753.2868789029	301.6182312653587	474
26.6%	13290000	-930632.5731532676	301.6572415179563	474
26.6%	13300000	-929462.3256527702	300.2078531339803	474
26.6%	13310000	-931446.3862103629	300.31892605844297	474
26.6%	13320000	-931077.3067602222	301.07948862913406	474
26.7%	13330000	-928818.9741421659	303.0104782563592	474
26.7%	13340000	-930935.9503411232	299.1992748967782	474
26.7%	13350000	-929766.1447315621	301.8903612498832	474
26.7%	13360000	-929455.9463550486	301.4030197927092	474
26.7%	13370000	-931108.5288183619	300.1795829472855	474
26.8%	13380000	-930954.7281183661	300.31745942352336	474
26.8%	13390000	-930921.036799253	298.70751466699903	474
26.8%	13400000	-931643.3074399456	300.49577799504885	474
26.8%	13410000	-929687.6022529011	300.76989081495395	474
26.8%	13420000	-932001.8133848049	297.17804391257965	474
26.9%	13430000	-932039.3445567279	300.32750826695855	474
26.9%	13440000	-930444.4053913308	300.6261697752508	474
26.9%	13450000	-929654.8021669686	301.6082304599703	474
26.9%	13460000	-928482.6267386787	298.70870820287496	474
26.9%	13470000	-929666.9254692327	298.83325017149434	474
27.0%	13480000	-929519.7791062426	299.3269131753432	474
27.0%	13490000	-930895.952892465	299.5349439228109	474
27.0%	13500000	-931364.1127349935	297.73817516818303	474
27.0%	13510000	-929348.1992333131	300.1121221887478	474
27.0%	13520000	-929116.3829080635	300.9268131921086	474
27.1%	13530000	-929958.2523373165	302.64932834278807	474
27.1%	13540000	-928408.9979729946	299.48246312293946	474
27.1%	13550000	-932028.3554694564	297.6612375564886	474
27.1%	13560000	-930074.6899528312	297.851769725253	474
27.1%	13570000	-929739.5425718534	300.1597315469617	474
27.2%	13580000	-930084.6948268577	299.8306719486202	474
27.2%	13590000	-930047.241425903	299.93037962941276	474
27.2%	13600000	-930068.9102885607	300.7888042812841	474
27.2%	13610000	-929815.5648437478	301.2694304506126	474
27.2%	13620000	-928856.5134356809	301.06746442252165	474
27.3%	13630000	-931458.5771972286	300.5349998155374	474
27.3%	13640000	-930861.7789263153	301.79729238545826	474
27.3%	13650000	-929589.2773668165	300.90884946186384	474
27.3%	13660000	-930927.2738619898	301.52772571631664	474
27.3%	13670000	-931594.2474925155	299.7740026225875	474
27.4%	13680000	-930855.7988641295	299.4129180660335	474
27.4%	13690000	-931180.0842238218	298.7943697838368	474
27.4%	13700000	-930028.282273056	299.575708480341	474
27.4%	13710000	-931090.0228861915	303.71995448156156	474
27.4%	13720000	-930794.7400222505	301.8077933027828	474
27.5%	13730000	-930432.8785800068	302.2089831047036	474
27.5%	13740000	-930205.3598815016	297.19020762626747	474
27.5%	13750000	-931298.7137673325	300.9564057339377	474
27.5%	13760000	-931774.987346713	299.8408329233666	474
27.5%	13770000	-929662.7537036054	300.9132512481551	474
27.6%	13780000	-930560.6050359588	299.48255111148427	474
27.6%	13790000	-930363.7578728786	296.96977128562094	474
27.6%	13800000	-930986.3899826137	298.6462534414335	474
27.6%	13810000	-931403.3789126342	301.16436798282786	474
27.6%	13820000	-929287.8491799012	302.49042898160855	474
27.7%	13830000	-931914.149936256	302.2923486159297	474
27.7%	13840000	-929727.519430866	301.05967072372385	474
27.7%	13850000	-930391.7132862569	299.41511101649024	474
27.7%	13860000	-932311.1549480376	301.7988202542053	474
27.7%	13870000	-930672.6909803837	300.5847581627881	474
27.8%	13880000	-929460.9977756045	301.52907631575204	474
27.8%	13890000	-931704.6807686603	300.9194830598917	474
27.8%	13900000	-930268.4084167597	299.43470551233867	474
27.8%	13910000	-931322.0744594121	302.4621115816511	474
27.8%	13920000	-931535.6186073883	301.391393327707	474
27.9%	13930000	-931947.8480857541	300.83729733965106	474
27.9%	13940000	-929177.5015281723	301.01358838106006	474
27.9%	13950000	-930052.8638444026	299.85779268769005	474
27.9%	13960000	-930887.0055260472	299.3146045493646	474
27.9%	13970000	-931163.4687810321	301.01828704105736	474
28.0%	13980000	-930379.97159892	300.2377776640001	474
28.0%	13990000	-929658.3105003932	299.5546900092319	474
28.0%	14000000	-930196.8964736331	300.77265179109526	474
28.0%	14010000	-930167.3620583387	302.33245105602975	474
28.0%	14020000	-931674.7114505372	299.1802668295613	474
28.1%	14030000	-929382.8396743578	299.6644893037534	474
28.1%	14040000	-931212.2220528675	298.50937987414284	474
28.1%	14050000	-929138.8998307884	300.7648352111598	474
28.1%	14060000	-929987.6629515132	299.20452937557917	474
28.1%	14070000	-931266.673408044	299.679752003089	474
28.2%	14080000	-929261.6700416724	298.09497264852223	474
28.2%	14090000	-928390.8953228486	301.7403960538491	474
28.2%	14100000	-930258.9534002151	299.18662654809685	474
28.2%	14110000	-930459.2140847049	301.4432930245395	474
28.2%	14120000	-930992.64045374	297.33298243516936	474
28.3%	14130000	-931142.0544718937	300.8923234938218	474
28.3%	14140000	-930958.0559793613	299.46260353356956	474
28.3%	14150000	-929817.5876426762	299.60513652060644	474
28.3%	14160000	-929850.2514684461	300.09491326440923	474
28.3%	14170000	-928911.4534304836	300.7254780174065	474
28.4%	14180000	-931019.7120607751	301.4396414945392	474
28.4%	14190000	-929965.5171568338	300.03958682917954	474
28.4%	14200000	-930630.4599004309	298.9672363273689	474
28.4%	14210000	-930902.8929098374	301.80518596221765	474
28.4%	14220000	-930112.8872105903	299.02537544631366	474
28.5%	14230000	-931479.8762903856	300.75449522325226	474
28.5%	14240000	-929683.5410846653	301.05803558481676	474
28.5%	14250000	-930901.2487153537	299.1162862323563	474
28.5%	14260000	-930082.637554754	298.365288495192	474
28.5%	14270000	-930802.3110859017	299.62534235078624	474
28.6%	14280000	-931605.9312004726	299.99109274516206	474
28.6%	14290000	-932245.562671687	300.495127319079	474
28.6%	14300000	-929540.964385822	302.16630565478624	474
28.6%	14310000	-929181.7767591095	301.2534156678983	474
28.6%	14320000	-930418.7225832068	302.59074645858175	474
28.7%	14330000	-929597.9855083534	300.0858787466048	474
28.7%	14340000	-931288.6005189884	299.6195041887258	474
28.7%	14350000	-929840.5203933935	299.328848938205	474
28.7%	14360000	-929726.5398863549	300.07406656734713	474
28.7%	14370000	-931588.062695161	302.038813653514	474
28.8%	14380000	-930243.5617772546	300.9567653800103	474
28.8%	14390000	-930648.1786470208	302.84422734496263	474
28.8%	14400000	-930896.8499641791	302.0998883453025	474
28.8%	14410000	-932237.5140369581	299.29740881307856	474
28.8%	14420000	-931239.2812854159	298.70929844123975	474
28.9%	14430000	-929974.1644009398	299.09485481064314	474
28.9%	14440000	-930861.5912167965	301.26963874536756	474
28.9%	14450000	-928752.6037561498	301.49013385256495	474
28.9%	14460000	-930005.2327145855	299.737694316509	474
28.9%	14470000	-931902.624642706	301.4410300694351	474
29.0%	14480000	-931475.85989185	299.55776853085246	474
29.0%	14490000	-929532.1595561644	301.21747122627676	474
29.0%	14500000	-930564.7294746311	300.67462979016716	474
29.0%	14510000	-930387.8220051383	301.1474261865292	474
29.0%	14520000	-931091.663162725	303.6734199863203	474
29.1%	14530000	-928306.8980347514	299.8296932804961	474
29.1%	14540000	-930543.5062274439	301.5754455856989	474
29.1%	14550000	-931093.4395587305	299.2910510322809	474
29.1%	14560000	-931317.9275283022	301.8747803796493	474
29.1%	14570000	-931266.1057622628	302.1453681552156	474
29.2%	14580000	-930426.1600157162	298.23303559967127	474
29.2%	14590000	-930025.373851798	299.6317698085475	474
29.2%	14600000	-930704.2783312965	300.7685853376326	474
29.2%	14610000	-929708.224742516	299.1122379069752	474
29.2%	14620000	-930049.348902985	300.0349353616939	474
29.3%	14630000	-930676.0558201075	301.5172899666062	474
29.3%	14640000	-930353.6676323302	302.6381469350397	474
29.3%	14650000	-932286.8909060778	299.24260083702694	474
29.3%	14660000	-930456.0328607429	299.69018085066597	474
29.3%	14670000	-930059.7581841964	303.3580762181834	474
29.4%	14680000	-929737.2946593994	300.29284025266986	474
29.4%	14690000	-931263.5621790215	296.70436561829035	474
29.4%	14700000	-931840.4448151249	301.3882344462853	474
29.4%	14710000	-930773.9868699228	299.4129842307962	474
29.4%	14720000	-930403.5489681307	297.94472246345356	474
29.5%	14730000	-930629.7992820428	302.68727928852945	474
29.5%	14740000	-930030.3272480275	300.40586333817	474
29.5%	14750000	-930628.7073521111	300.8984871620982	474
29.5%	14760000	-930950.8442933308	299.2976973063113	474
29.5%	14770000	-930687.8364776983	300.4047430420978	474
29.6%	14780000	-927869.2598047615	298.97988018486166	474
29.6%	14790000	-929781.9694237239	302.910796163938	474
29.6%	14800000	-929509.6072656503	300.7587848998229	474
29.6%	14810000	-930426.8134786449	300.55275626809083	474
29.6%	14820000	-932014.6338074184	299.28112431056536	474
29.7%	14830000	-931031.0532006053	300.51041266054807	474
29.7%	14840000	-929676.392102411	301.5927234410066	474
29.7%	14850000	-930797.776044019	299.5194953191365	474
29.7%	14860000	-930545.906734901	299.91267064322267	474
29.7%	14870000	-929090.4513190091	301.2784939956335	474
29.8%	14880000	-930948.3564634919	300.94443127042905	474
29.8%	14890000	-930986.2350058961	298.4278074213555	474
29.8%	14900000	-931188.0474165198	300.92998796865913	474
29.8%	14910000	-932033.6672409028	300.8802151592941	474
29.8%	14920000	-929225.0282041635	300.0208246660246	474
29.9%	14930000	-930363.6338852393	301.76898581813754	474
29.9%	14940000	-931825.3809728161	301.8881073064926	474
29.9%	14950000	-930419.1551239025	298.7700444766936	474
29.9%	14960000	-928538.336593654	301.5941783623103	474
29.9%	14970000	-930031.5017857621	298.7378686671204	474
30.0%	14980000	-931498.3260346036	299.0686652813715	474
30.0%	14990000	-929127.3905502958	297.66445259453184	474
30.0%	15000000	-929184.4776428752	303.3473888449551	474
30.0%	15010000	-929385.539964369	298.7072181771863	474
30.0%	15020000	-932756.8381346399	302.2554813718513	474
30.1%	15030000	-929768.515589986	300.3215299064411	474
30.1%	15040000	-930882.7829651702	300.2853857057368	474
30.1%	15050000	-930188.854653379	299.16143079978156	474
30.1%	15060000	-931091.9818765926	299.5996507256254	474
30.1%	15070000	-930567.3705101502	300.00919778590844	474
30.2%	15080000	-932205.6675845585	297.9080634715763	474
30.2%	15090000	-931245.3249407099	300.43884271839255	474
30.2%	15100000	-930670.9442040757	299.40602032818003	474
30.2%	15110000	-929881.2215088126	300.13327425440394	474
30.2%	15120000	-931074.8929968164	300.87123499984983	474
30.3%	15130000	-930887.5381269595	301.4071777078078	474
30.3%	15140000	-930143.321885102	301.02092232868864	474
30.3%	15150000	-928573.3966978677	302.7427112937471	474
30.3%	15160000	-930508.0871413527	299.55562745098376	474
30.3%	15170000	-931175.2532511842	297.67569474635184	474
30.4%	15180000	-930059.1988003794	303.14206795075995	474
30.4%	15190000	-930097.3811830967	302.1005962257076	474
30.4%	15200000	-930827.7470690436	300.9802496826353	474
30.4%	15210000	-930361.1166721075	300.1824139961486	474
30.4%	15220000	-929611.3277796428	300.256486995217	474
30.5%	15230000	-930216.7064194293	303.5865646018207	474
30.5%	15240000	-929063.1630061069	299.0168158753392	474
30.5%	15250000	-931672.6493982812	299.1142856726712	474
30.5%	15260000	-930884.7436105618	301.1648230990337	474
30.5%	15270000	-930808.1611946761	298.99305841157656	474
30.6%	15280000	-929417.6673658411	299.7124505403296	474
30.6%	15290000	-929992.2734284406	299.97072839101565	474
30.6%	15300000	-930328.0402868316	301.16214754758664	474
30.6%	15310000	-931518.263692379	301.79181173518737	474
30.6%	15320000	-931018.3405991155	299.68388656085403	474
30.7%	15330000	-931553.3541456363	301.0900422948667	474
30.7%	15340000	-931141.6866250676	300.7100527849206	474
30.7%	15350000	-930038.7748132059	298.21290184153446	474
30.7%	15360000	-928846.7665938609	299.4209712447832	474
30.7%	15370000	-930616.2833446558	300.7378958746339	474
30.8%	15380000	-930012.1529287351	300.18522231241934	474
30.8%	15390000	-930046.2458179053	299.5222532152267	474
30.8%	15400000	-930361.7424342595	298.42277618930086	474
30.8%	15410000	-930841.7292620353	299.1467445474015	474
30.8%	15420000	-932519.8599811629	301.06548462745667	474
30.9%	15430000	-929775.5383372153	301.5558132652906	474
30.9%	15440000	-931357.8994276035	300.5834061260529	474
30.9%	15450000	-930294.1400599382	300.23747542781194	474
30.9%	15460000	-931759.4024827406	300.7606466451356	474
30.9%	15470000	-930193.1104738507	300.73599370474864	474
31.0%	15480000	-931727.4033187092	299.33721652237875	474
31.0%	15490000	-928898.0506314388	300.6439949674137	474
31.0%	15500000	-930675.5369209419	298.47693400502925	474
31.0%	15510000	-931303.0314040738	298.8355046686148	474
31.0%	15520000	-928922.7731714048	299.60340570150834	474
31.1%	15530000	-931070.517019257	301.72127890700284	474
31.1%	15540000	-929746.2918410287	301.5405451212967	474
31.1%	15550000	-929300.5566816279	299.5116987345929	474
31.1%	15560000	-929125.810463734	300.9708877458891	474
31.1%	15570000	-929207.5958919772	299.6489868657342	474
31.2%	15580000	-929780.8834531028	301.21498546217293	474
31.2%	15590000	-930497.0503764809	300.0740245884496	474
31.2%	15600000	-932803.501234645	300.8753035973773	474
31.2%	15610000	-932595.890109072	299.97474364443053	474
