#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
97.6%	488000	-1327838.4898398537	301.25553372367045	225
97.8%	489000	-1326548.91893622	299.6883336054715	225
98.0%	490000	-1328279.350602963	300.2350959656655	224
98.2%	491000	-1327538.1133556962	300.00849305633403	224
98.4%	492000	-1325860.4490848873	299.19544403947543	224
98.6%	493000	-1326623.9703010526	301.25738374046995	224
98.8%	494000	-1327411.6591619523	300.18226842261834	225
99.0%	495000	-1327671.4899313664	299.665888078633	225
99.2%	496000	-1328536.2876178082	300.67747188255146	225
99.4%	497000	-1326875.4341815282	300.82565411659414	225
99.6%	498000	-1326735.2602171851	301.0544559209914	225
99.8%	499000	-1326457.7666037325	300.04774040300913	225
100.0%	500000	-1325279.0924454788	300.7611348840938	224
