#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"
10.7%	1066000	-884860.0254532341	300.2236210706125	508
10.7%	1067000	-884236.2399767237	301.219593047022	508
10.7%	1068000	-883755.3972101631	299.83273134374116	508
10.7%	1069000	-885180.2695753071	299.62973954804767	508
10.7%	1070000	-884319.9991445136	299.5478488401228	507
10.7%	1071000	-884779.7638373924	299.65257320308746	507
10.7%	1072000	-886465.2436316572	301.4892430019866	507
10.7%	1073000	-885290.430835438	302.82813731837655	507
10.7%	1074000	-883911.8147310112	299.8610552699964	508
10.8%	1075000	-885609.777771059	300.6809847500928	508
10.8%	1076000	-886368.1219386305	297.7237834971091	508
10.8%	1077000	-885873.3437882788	301.12687893818844	508
10.8%	1078000	-884032.813794706	299.73299905097457	508
10.8%	1079000	-884544.831433164	299.06031053682483	508
10.8%	1080000	-884877.7851199498	300.58431856906907	508
10.8%	1081000	-885205.5511516654	301.9985048913528	508
10.8%	1082000	-885537.091571609	301.6634003903799	508
10.8%	1083000	-884518.0180633124	301.746928152861	508
10.8%	1084000	-885369.7982760319	298.52579308127105	508
10.8%	1085000	-886076.1615136666	299.24087413000007	508
10.9%	1086000	-884747.5606003003	299.29458127330133	508
10.9%	1087000	-885007.2468494745	300.6762081571926	508
10.9%	1088000	-884348.7506964379	298.5425179557897	508
10.9%	1089000	-884929.2319647479	299.3815861218998	508
10.9%	1090000	-883748.5129869706	300.11840703309434	507
10.9%	1091000	-883977.508560007	299.8416229204166	507
10.9%	1092000	-884038.4910599729	299.76477843983133	508
10.9%	1093000	-883442.114089461	298.54329531058625	508
10.9%	1094000	-883603.5951007018	300.007131649879	508
10.9%	1095000	-884526.148796868	299.26907512795873	508
11.0%	1096000	-883596.9536659359	299.7769709890658	508
11.0%	1097000	-882276.0810989076	298.6665282745335	508
11.0%	1098000	-883633.0171652995	300.21055219075396	508
11.0%	1099000	-884454.1033845125	300.9083636323548	508
11.0%	1100000	-884170.8819995718	298.3591023306817	507
11.0%	1101000	-884705.4367255652	299.63804164435527	507
11.0%	1102000	-885500.807522261	300.4704330524717	507
11.0%	1103000	-883649.1785832625	301.37684535059856	508
11.0%	1104000	-884372.3304797383	300.6345569123037	508
11.1%	1105000	-883721.947797637	300.25946261977435	508
11.1%	1106000	-883742.9715179079	300.7616366925895	508
11.1%	1107000	-886433.2135715741	299.70302631679397	508
11.1%	1108000	-885178.6493554725	302.0661214942531	508
11.1%	1109000	-883470.674594726	299.8400507382598	508
11.1%	1110000	-884104.8866621396	301.93304589926584	507
11.1%	1111000	-884319.6971845198	299.68446934057164	507
11.1%	1112000	-885543.4815824782	299.90721060160644	507
11.1%	1113000	-885473.0550904144	300.5261070935733	507
11.1%	1114000	-884854.6758726188	298.8514007024362	508
11.2%	1115000	-886054.5410116906	300.09172249097793	508
11.2%	1116000	-884994.550799524	300.9797351179873	508
11.2%	1117000	-884934.7891818807	302.2900101904082	508
11.2%	1118000	-884289.2957344959	299.40303069664134	508
11.2%	1119000	-885181.8329643384	300.6064334397198	508
11.2%	1120000	-885249.6919160723	300.2458460537927	507
11.2%	1121000	-884101.1019476978	299.3937912482634	507
11.2%	1122000	-884316.3685645107	301.1801328703171	507
11.2%	1123000	-883308.9068875434	299.815467143767	507
11.2%	1124000	-884544.2804712513	300.8828059503113	507
11.2%	1125000	-884401.7116321512	301.789003912704	508
11.3%	1126000	-886031.0163181075	301.67116655318677	508
11.3%	1127000	-884632.2585514989	299.3666212601718	508
11.3%	1128000	-883531.859450202	298.9555966493303	508
11.3%	1129000	-883919.3089306694	299.1194092819441	508
11.3%	1130000	-884954.3157439353	299.9511503740416	507
11.3%	1131000	-885493.6219445476	299.42953178592444	507
11.3%	1132000	-885393.2294175988	301.6570261186799	507
11.3%	1133000	-885527.1468665744	302.4467790717426	507
11.3%	1134000	-884872.45808772	302.5010894117481	508
11.3%	1135000	-882595.8403142542	301.5575321840847	508
11.4%	1136000	-882934.4605196132	300.9811768462964	508
11.4%	1137000	-884056.3173492374	302.2142491239995	508
11.4%	1138000	-885570.0471207537	301.8809028677474	508
11.4%	1139000	-884550.4971558442	300.29143530788207	508
11.4%	1140000	-884794.0111624114	300.10192085852066	507
11.4%	1141000	-885057.0498463004	301.9477674819976	507
11.4%	1142000	-884969.9828822967	301.1266225485863	507
11.4%	1143000	-884442.2979734456	299.5689092100769	507
11.4%	1144000	-883912.9897935428	300.1037473553112	508
11.4%	1145000	-883711.4174101739	301.06082307667236	508
11.5%	1146000	-884201.5254814392	299.4230316926506	508
11.5%	1147000	-884130.316257623	297.61769078203895	508
11.5%	1148000	-885693.2929944871	299.3334085801604	508
11.5%	1149000	-884644.2593140691	299.1890624017523	508
11.5%	1150000	-885517.0875250055	299.1994106556599	507
11.5%	1151000	-884630.3791175373	300.88230434237926	507
11.5%	1152000	-884716.1788551412	299.49562386290245	507
11.5%	1153000	-883937.371654558	298.424184086691	507
11.5%	1154000	-883889.4640149265	300.3667522729075	507
11.6%	1155000	-884670.6096649393	300.26205317779085	508
11.6%	1156000	-884408.991281217	299.7112789131018	508
11.6%	1157000	-885380.4975935826	302.862516216262	508
11.6%	1158000	-883863.1373624224	300.2455026222782	508
11.6%	1159000	-883330.3517249641	300.6101202741745	508
11.6%	1160000	-884283.9869978004	300.8138866739485	507
11.6%	1161000	-884712.2034153356	299.71431987151783	507
11.6%	1162000	-884778.2245540177	299.62939692108165	507
11.6%	1163000	-885615.9368503047	298.76725442126923	507
11.6%	1164000	-885428.1792604323	299.370560872206	507
11.7%	1165000	-886571.7276606765	301.36910275161085	507
11.7%	1166000	-885051.914040009	299.089589325292	508
11.7%	1167000	-884422.6942413272	302.8590410201893	508
11.7%	1168000	-884284.6215080568	302.35495674650906	508
11.7%	1169000	-885006.5988177317	301.48903693381385	508
11.7%	1170000	-884775.0455108564	300.23521420882474	507
11.7%	1171000	-884490.1910570059	299.0895753951367	507
11.7%	1172000	-883341.9938454661	297.94521273987596	507
11.7%	1173000	-884836.269405426	298.8249774711728	507
11.7%	1174000	-884134.061879193	301.4191690462068	507
11.8%	1175000	-884672.7744853636	301.9212098124781	507
11.8%	1176000	-885395.8913342864	300.51822707620005	507
11.8%	1177000	-884635.6139052152	299.8094703679685	508
11.8%	1178000	-885004.4829377444	301.7554027083693	508
11.8%	1179000	-884036.8016905361	299.25490654410515	508
11.8%	1180000	-882796.7086199853	299.77345150557113	507
11.8%	1181000	-884207.9883578126	299.4004401858707	507
11.8%	1182000	-883844.4830926112	300.2963040316237	507
11.8%	1183000	-884624.3768318319	301.2748140007374	507
11.8%	1184000	-884514.5408365433	300.9671261143536	507
11.8%	1185000	-884749.7066701571	302.6622053876702	508
11.9%	1186000	-884895.5865434711	298.896912047724	508
11.9%	1187000	-885124.2665141942	296.62116378161375	508
11.9%	1188000	-886515.9609857602	299.34814710619906	508
11.9%	1189000	-884637.9933837731	297.5056875726066	508
11.9%	1190000	-884868.6412348775	300.08933520607553	507
11.9%	1191000	-884448.4525766554	298.8324995714711	507
11.9%	1192000	-884883.8582723718	300.82664183785164	507
11.9%	1193000	-886472.2408356629	301.00028595712	507
11.9%	1194000	-884943.0559685617	298.1695566994904	507
11.9%	1195000	-884289.61452507	299.9687869110764	507
12.0%	1196000	-883370.4077912881	301.1035335669748	508
12.0%	1197000	-883891.939050131	299.42755765037447	508
12.0%	1198000	-884361.34895596	299.0693724815661	508
12.0%	1199000	-884231.061245726	302.4760248309687	508
12.0%	1200000	-883500.5164095447	299.7426235667383	507
12.0%	1201000	-884257.6131092352	300.7384826728914	507
12.0%	1202000	-882617.400409997	297.6747651158005	507
12.0%	1203000	-885245.6713491809	299.46911435227935	507
12.0%	1204000	-883749.3740760665	300.77511174092166	507
12.1%	1205000	-884620.7065122058	300.58055476365354	507
12.1%	1206000	-885200.6457820851	300.2614536595195	507
12.1%	1207000	-885125.9579079263	300.14822132660515	508
12.1%	1208000	-885449.8990426492	298.5191142297274	508
12.1%	1209000	-885718.6527661541	298.34354374154617	508
12.1%	1210000	-885373.248200431	299.2378845437728	507
12.1%	1211000	-885298.4546712497	301.0327911263367	507
12.1%	1212000	-883064.9475950268	300.39136364053337	507
12.1%	1213000	-883502.6151021668	300.4852769225958	507
12.1%	1214000	-883400.7767829052	299.2660204906785	507
12.2%	1215000	-884415.9419874549	300.6181553728507	507
12.2%	1216000	-884346.16128363	299.7490951636018	507
12.2%	1217000	-883658.191747814	298.1484720401269	507
12.2%	1218000	-884930.0167299602	299.65713181837384	508
12.2%	1219000	-883931.7468441678	302.6797583203981	508
12.2%	1220000	-885354.2199393092	300.4588954534807	507
12.2%	1221000	-885208.4927948951	299.88204057255626	507
12.2%	1222000	-884869.4780388586	299.17339499437367	507
12.2%	1223000	-883971.8616655259	298.28143611142065	507
12.2%	1224000	-886032.5932545098	299.3499768231911	507
12.2%	1225000	-882536.3156804284	300.26011558704397	507
12.3%	1226000	-882675.0884662401	300.77344900438885	507
12.3%	1227000	-883929.5451310994	298.7299284618979	507
12.3%	1228000	-884149.7838043733	300.9387478850096	507
12.3%	1229000	-886039.8569602226	298.0421641863076	508
12.3%	1230000	-884900.7970512453	299.9932688929182	507
12.3%	1231000	-886009.7344797878	298.5511449580945	507
12.3%	1232000	-886775.5124624721	298.3048633702103	507
12.3%	1233000	-886882.0751179792	298.19017112525984	507
12.3%	1234000	-885573.5823703893	298.59845939830035	507
12.3%	1235000	-884499.3954620874	300.69872863948893	507
12.4%	1236000	-883944.5885778354	301.6204372774803	508
12.4%	1237000	-883722.7064286927	301.3567287219646	508
12.4%	1238000	-883907.3854111452	298.8191830053936	508
12.4%	1239000	-882890.2815982783	300.69195452703684	508
12.4%	1240000	-883185.4990414875	299.695498674211	507
12.4%	1241000	-882839.4960359377	302.96377597401266	507
12.4%	1242000	-883646.4371228432	301.4455055281114	507
12.4%	1243000	-884787.538060647	299.666609777252	507
12.4%	1244000	-885124.5444263928	301.3823491932005	507
12.4%	1245000	-885849.2940755086	302.8916454416726	507
12.5%	1246000	-886782.0668676393	297.2372623847574	507
12.5%	1247000	-885810.5118228015	298.29409146839487	508
12.5%	1248000	-885059.6241287896	301.23427957163017	508
12.5%	1249000	-884484.6421510796	298.8110517940052	508
12.5%	1250000	-884964.8563896804	300.82696156788575	507
12.5%	1251000	-885116.7118698698	299.8665851958149	507
12.5%	1252000	-884597.6230448321	297.16411948433745	507
12.5%	1253000	-884768.6266360856	299.8909195515427	507
12.5%	1254000	-884136.0419687023	298.95511470856115	507
12.6%	1255000	-885390.2292098175	301.82386164734027	507
12.6%	1256000	-884588.4139705407	302.4622343512071	507
12.6%	1257000	-885451.1248203027	300.80621148559595	507
12.6%	1258000	-885177.7185152075	300.01487235344734	508
12.6%	1259000	-884366.9569869661	299.80569297683877	508
12.6%	1260000	-885272.4455343708	301.37274762173394	507
12.6%	1261000	-884972.5111964024	301.11297628430964	507
12.6%	1262000	-885348.8620616654	300.1625500064371	507
12.6%	1263000	-884883.2771496922	301.2932002705499	507
12.6%	1264000	-884640.3863332071	299.8879574001878	507
12.7%	1265000	-883706.3141100998	300.16628115501754	507
12.7%	1266000	-883929.761401712	299.1325694491026	507
12.7%	1267000	-884875.9362480901	299.5153548214676	507
12.7%	1268000	-884331.0895860279	298.5240101876713	508
12.7%	1269000	-884324.2222745093	302.2147886867857	508
12.7%	1270000	-882103.7100287629	302.0576541920992	507
12.7%	1271000	-885661.5763283521	300.938941741267	507
12.7%	1272000	-885520.3126930743	301.21371654747793	507
12.7%	1273000	-883351.3503850279	298.79579875702535	507
12.7%	1274000	-883568.863106478	298.34957794728973	507
12.8%	1275000	-883263.9057461405	300.8272165708251	507
12.8%	1276000	-883910.8778271247	301.509191995637	507
12.8%	1277000	-885570.6880695936	301.9881981892779	507
12.8%	1278000	-884382.4014285365	299.9191010435568	507
12.8%	1279000	-883845.7404604405	299.6367117445978	507
12.8%	1280000	-885403.4956987994	300.9569942417995	507
12.8%	1281000	-886408.843504637	298.844200718857	507
12.8%	1282000	-885490.3730976228	300.51468943282146	507
12.8%	1283000	-885123.256454898	299.758562047761	507
12.8%	1284000	-883735.0130349011	301.7611997372467	507
12.8%	1285000	-884257.434993458	300.8654529609563	507
12.9%	1286000	-883501.6553001804	297.8669786384462	507
12.9%	1287000	-885004.1163814524	298.2456079230748	507
12.9%	1288000	-886388.4002724914	302.1273539369602	508
12.9%	1289000	-885822.5750165591	299.4516798408739	508
12.9%	1290000	-885037.100934987	299.8681775218262	507
12.9%	1291000	-885014.4459120198	301.97314995131444	507
12.9%	1292000	-885309.3293414204	301.7290211971293	507
12.9%	1293000	-885379.0153404451	300.22898547979196	507
12.9%	1294000	-885842.6531871674	301.7237332110423	507
12.9%	1295000	-884262.1117599774	300.31127522256435	507
13.0%	1296000	-884866.338468391	301.9624038768101	507
13.0%	1297000	-885610.2874769447	301.3491697086746	507
13.0%	1298000	-884627.299313718	300.5915059670093	508
13.0%	1299000	-884107.488879405	300.4484494672531	508
13.0%	1300000	-885252.6787062637	298.92815392898694	507
13.0%	1301000	-884926.9102150453	298.59445545171025	507
13.0%	1302000	-886039.6833546669	300.1382456468566	507
13.0%	1303000	-884496.7215754809	299.4502622851809	507
13.0%	1304000	-884386.8030306073	300.8534200069294	507
13.1%	1305000	-883418.726853021	299.90944373663496	507
13.1%	1306000	-884372.683487304	301.87196267723755	507
13.1%	1307000	-884282.3412363054	299.92408157919806	507
13.1%	1308000	-884686.7762865536	300.80859602828485	508
13.1%	1309000	-885452.9960157876	300.15476569305196	508
13.1%	1310000	-883479.8354229815	298.88655736578784	507
13.1%	1311000	-884023.3026439785	299.599743855152	507
13.1%	1312000	-883969.6005894244	299.69686657713254	507
13.1%	1313000	-883921.3050800506	303.05586839028	507
13.1%	1314000	-884311.8685073787	302.10086897298584	507
13.2%	1315000	-884515.727050323	301.5890608272317	507
13.2%	1316000	-885334.1475864365	299.6770170424096	507
13.2%	1317000	-884305.3945997264	299.57169424096475	507
13.2%	1318000	-885484.3769621453	300.72069850577134	507
13.2%	1319000	-886411.8701135688	299.29597115787374	508
13.2%	1320000	-885156.2609506804	301.29593495696736	507
13.2%	1321000	-883652.7767512719	298.7101794720651	507
13.2%	1322000	-885087.9126431169	302.0022011589547	507
13.2%	1323000	-885440.9006359596	301.45753519517467	507
13.2%	1324000	-883791.8920866456	299.07075558940176	507
13.2%	1325000	-884625.7007374354	301.40891209760144	507
13.3%	1326000	-886267.4322218671	300.84031239182656	507
13.3%	1327000	-884280.0393388649	300.57835746602944	507
13.3%	1328000	-884299.23002959	300.2391871732785	507
13.3%	1329000	-886190.1916824509	300.63707266979935	508
13.3%	1330000	-885523.0546824299	301.136718818275	507
13.3%	1331000	-885530.3695547138	299.55357062084676	507
13.3%	1332000	-884618.6301208879	298.2476002926817	507
13.3%	1333000	-885490.4264192521	299.49110421856653	507
13.3%	1334000	-883337.6949161296	301.96862905623453	507
13.3%	1335000	-884099.253806184	300.20552225124953	507
13.4%	1336000	-884041.0483145802	300.8456266449664	508
13.4%	1337000	-883672.6822419921	303.5532596328434	508
13.4%	1338000	-881940.2392012458	299.3459831143889	508
13.4%	1339000	-882082.4026147076	298.19756516395614	508
13.4%	1340000	-882946.9903757232	300.47435699394094	507
13.4%	1341000	-883168.0967850201	300.747504269357	507
13.4%	1342000	-884459.4859685772	298.01484109029684	507
13.4%	1343000	-884610.3177598976	302.5579567212206	507
13.4%	1344000	-885824.286427645	299.3011212349496	507
13.4%	1345000	-885179.5045752134	297.42148519843704	507
13.5%	1346000	-884284.8612975217	299.3021220038413	508
13.5%	1347000	-885621.386051585	299.79710496710345	508
13.5%	1348000	-884409.942215371	298.07044533720705	508
13.5%	1349000	-884057.3900538678	300.4360973454735	508
13.5%	1350000	-885128.2925194167	300.6576267622514	507
13.5%	1351000	-884318.3884836566	299.49435067978715	507
13.5%	1352000	-883652.6883696523	300.54033694154566	507
13.5%	1353000	-885159.5843050908	301.2562194607228	507
13.5%	1354000	-885440.8140754527	301.4786616535895	507
13.6%	1355000	-885612.5995575325	303.4269363856037	507
13.6%	1356000	-885862.837957703	299.9847445335605	507
13.6%	1357000	-883527.108085562	298.547120270369	508
13.6%	1358000	-882826.1689458638	300.1596843282491	508
13.6%	1359000	-884557.7665148769	301.3416952163496	508
13.6%	1360000	-884402.7309267102	300.31942569596595	507
13.6%	1361000	-885723.1000165734	298.03461891033476	507
13.6%	1362000	-885965.5807738896	300.85169796171647	507
13.6%	1363000	-885348.6890645772	302.4791436830923	507
13.6%	1364000	-883976.2925903643	299.55970409197505	507
13.7%	1365000	-886211.9102040534	302.54145146732435	507
13.7%	1366000	-884863.556593236	301.0608829634119	507
13.7%	1367000	-884482.8998718183	300.100597370606	507
13.7%	1368000	-884535.886096837	299.4303646808046	508
13.7%	1369000	-884054.3739317232	299.0419759429731	508
13.7%	1370000	-883841.7386045242	301.23758771054156	507
13.7%	1371000	-884055.2154307356	301.9081365768025	507
13.7%	1372000	-884402.5238950076	301.3571898419874	507
13.7%	1373000	-886493.6574531291	302.32805870186786	507
13.7%	1374000	-886181.8182843914	300.4258795085125	507
13.8%	1375000	-885030.9419123367	299.1631892136925	507
13.8%	1376000	-885189.5525286486	299.44538738077955	507
13.8%	1377000	-886253.7595470287	300.4088905654793	507
13.8%	1378000	-885573.369618258	300.61893159337933	507
13.8%	1379000	-886374.4188004043	300.7839425668744	508
13.8%	1380000	-884689.4991490361	299.5192431324505	507
13.8%	1381000	-882735.2351726792	301.29937806672865	507
13.8%	1382000	-883537.9031742737	300.56934451148874	507
13.8%	1383000	-883873.286425584	303.28504901897105	507
13.8%	1384000	-883865.641258752	300.7531216245682	507
13.8%	1385000	-884406.9317903873	298.0504801781917	507
13.9%	1386000	-884406.1359507064	301.72132938730715	507
13.9%	1387000	-884237.2818026016	301.44546314866363	508
13.9%	1388000	-884421.3859455832	301.3019419658316	508
13.9%	1389000	-883084.8784415275	299.5854992045822	508
13.9%	1390000	-884351.3245316027	301.8633246223029	507
13.9%	1391000	-883301.9343669866	300.1652453447329	507
13.9%	1392000	-883962.6837718738	297.1264937104378	507
13.9%	1393000	-885592.3836753923	297.59421885658566	507
13.9%	1394000	-884063.4064291492	300.6753581693397	507
13.9%	1395000	-885454.8444982655	298.1707432801755	507
14.0%	1396000	-885125.7520948043	300.29857385408326	507
14.0%	1397000	-885450.1929460694	298.6984742344751	508
14.0%	1398000	-885038.3363926425	299.0601152723626	508
14.0%	1399000	-884420.9662868814	302.10418193377336	508
14.0%	1400000	-884727.0623243712	301.3511821737177	507
14.0%	1401000	-883231.7515220847	300.4459180579598	507
14.0%	1402000	-885271.035186395	304.12923175279656	507
14.0%	1403000	-883687.9680929556	298.9297552453653	507
14.0%	1404000	-884358.65451789	300.52927519694873	507
14.1%	1405000	-883361.7234578626	300.68030571282526	507
14.1%	1406000	-883627.0374897583	300.8999406217077	507
14.1%	1407000	-883748.2534962855	300.5492442661335	507
14.1%	1408000	-884626.2921332899	302.8118366866138	508
14.1%	1409000	-884440.38048233	302.78645747568146	508
14.1%	1410000	-883370.5427561854	302.53760474569606	507
14.1%	1411000	-883994.3301227884	301.58485486470283	507
14.1%	1412000	-884602.8402991723	299.2762012554637	507
14.1%	1413000	-884329.324405048	298.51669089387406	507
14.1%	1414000	-884105.0217411881	300.8879594114308	507
14.2%	1415000	-883468.5071624443	301.0170101582984	507
14.2%	1416000	-884652.0555506595	299.71984282831704	507
14.2%	1417000	-883642.2557979319	299.1962662183522	507
14.2%	1418000	-884589.4709258475	300.5091325733775	507
14.2%	1419000	-884430.9717886103	301.50669227771675	507
14.2%	1420000	-883787.0409846031	300.49223153662854	507
14.2%	1421000	-883502.5414096355	302.94921315043825	507
14.2%	1422000	-883811.4318514285	299.0003772209468	507
14.2%	1423000	-884715.1321090264	301.40279532274616	507
14.2%	1424000	-884209.8861157093	299.0230719578408	507
14.2%	1425000	-884315.9325677822	299.92232866210327	507
14.3%	1426000	-884736.5509096188	301.552009439759	507
14.3%	1427000	-885115.3386085327	301.5037196963447	507
14.3%	1428000	-884522.9526403034	299.80372744167005	507
14.3%	1429000	-885845.4082448306	301.3970387552557	507
14.3%	1430000	-885258.2461830233	301.32665446747575	507
14.3%	1431000	-884393.7815673943	300.84263644219254	507
14.3%	1432000	-885144.7372131571	301.13877252194186	507
14.3%	1433000	-884379.3990995572	303.74219518999485	507
14.3%	1434000	-885296.2878797478	300.1611390164426	507
14.3%	1435000	-884928.8123480603	301.7862037257203	507
14.4%	1436000	-883530.7271755906	299.5878367130778	507
14.4%	1437000	-884607.4778754953	298.32985275681654	507
14.4%	1438000	-885532.539306073	302.1997526060049	507
14.4%	1439000	-883800.4559797002	300.8700893310425	508
14.4%	1440000	-884427.4829376405	298.10145524467777	507
14.4%	1441000	-883977.3941837535	299.62697765405727	507
14.4%	1442000	-884650.8927738657	299.5887021225501	507
14.4%	1443000	-883247.4745131219	303.18530665956195	507
14.4%	1444000	-883881.2327333186	300.36764716826644	507
14.4%	1445000	-883724.8442732282	301.43609485941585	507
14.5%	1446000	-884646.8964917944	299.6684594528897	507
14.5%	1447000	-885407.217018865	300.35590205906675	507
14.5%	1448000	-885677.4848624859	301.9645173177848	507
14.5%	1449000	-884520.3825081727	301.7527869275097	508
14.5%	1450000	-884943.2462506532	302.09671014572166	507
14.5%	1451000	-884441.1071210708	301.4403857677806	507
14.5%	1452000	-884331.2179429238	297.8714889554584	507
14.5%	1453000	-883577.8218852025	301.29188925989155	507
14.5%	1454000	-884791.7790132985	299.4977258656285	507
14.6%	1455000	-885651.2704458819	298.4686327618959	507
14.6%	1456000	-884656.0514787887	300.3933982318589	507
14.6%	1457000	-884109.4002724737	302.14795691644525	507
14.6%	1458000	-885298.3587683989	297.7700836168066	507
14.6%	1459000	-884532.6012966009	300.53819774468326	508
14.6%	1460000	-884290.0682453723	298.43922722890346	507
14.6%	1461000	-883979.5489304401	299.8121382236657	507
14.6%	1462000	-883550.0010121642	299.976607747446	507
14.6%	1463000	-883815.6718311105	300.6368630977492	507
14.6%	1464000	-884278.0691378615	298.92628151677485	507
14.7%	1465000	-883911.017192414	301.83129634052113	507
14.7%	1466000	-885435.3033386893	300.35025413983635	507
14.7%	1467000	-885124.4726202548	301.34591741992995	507
14.7%	1468000	-884440.7230320042	301.4134545173778	507
14.7%	1469000	-883884.9881838378	297.06525937138014	507
14.7%	1470000	-883909.1848805775	301.81109727107116	507
14.7%	1471000	-884265.6452255971	302.3776704591377	507
14.7%	1472000	-885705.5130599653	299.21314363687804	507
14.7%	1473000	-885400.444534136	302.401512586167	507
14.7%	1474000	-885010.511315933	299.9987878963689	507
14.8%	1475000	-883868.0241631693	301.3729709910883	507
14.8%	1476000	-884167.0694950828	298.9895354198263	507
14.8%	1477000	-884088.2710457253	299.3350975260031	507
14.8%	1478000	-884621.8994905031	299.8527983565284	507
14.8%	1479000	-884932.5571796303	300.2954895501735	507
14.8%	1480000	-884825.8379875384	298.2165604920802	507
14.8%	1481000	-886449.7187560308	299.42655393219394	507
14.8%	1482000	-885574.9913913058	300.59963038860906	507
14.8%	1483000	-885442.4213146828	298.35038172279025	507
14.8%	1484000	-887218.746182851	300.6658431539851	507
14.8%	1485000	-886633.0247466601	300.7699080499906	507
14.9%	1486000	-884387.3421355546	300.1667839190603	507
14.9%	1487000	-883978.5694992603	301.9384298951742	507
14.9%	1488000	-883515.3892149855	300.6730498528251	507
14.9%	1489000	-884349.2153283106	300.66551778353704	508
14.9%	1490000	-886131.574122211	301.24089367683627	507
14.9%	1491000	-884177.7326985211	298.9615992920109	507
14.9%	1492000	-884502.7178218472	301.9226272372001	507
14.9%	1493000	-884783.0112130498	299.5938194523353	507
14.9%	1494000	-884763.3661949034	300.1075108694502	507
14.9%	1495000	-883715.6610024855	297.5368233074446	507
15.0%	1496000	-884563.2817520644	301.0299368529681	507
15.0%	1497000	-884389.660436166	301.72329000343075	507
15.0%	1498000	-883617.2197870137	301.22486402881714	507
15.0%	1499000	-884618.2460952802	299.99176050526796	508
15.0%	1500000	-885775.900998068	300.632703831359	507
15.0%	1501000	-885454.0668818546	300.77304010244063	507
15.0%	1502000	-884794.011912094	301.04568632203944	507
15.0%	1503000	-885138.640736883	300.32168733387874	507
15.0%	1504000	-885058.6120979926	299.456393963298	507
15.1%	1505000	-883741.8893524134	299.5003877725082	507
15.1%	1506000	-885638.0457264492	299.884315319348	507
15.1%	1507000	-884767.8032705206	300.35296178802554	507
15.1%	1508000	-884113.4118090239	300.5782566772321	507
15.1%	1509000	-886136.4240936995	300.22985922219124	508
15.1%	1510000	-884798.4274388081	299.38846818762784	507
15.1%	1511000	-885550.6113912901	300.42693039621344	507
15.1%	1512000	-885863.0039028013	300.71241758914266	507
15.1%	1513000	-883980.465204	301.97545210078715	507
15.1%	1514000	-884664.0394028965	300.4714006312564	507
15.2%	1515000	-885277.6147346366	299.8850530125362	507
15.2%	1516000	-886071.906794955	299.6811583514509	507
15.2%	1517000	-884875.3499162579	300.2339826130301	507
15.2%	1518000	-885239.5359494537	298.1136464058713	507
15.2%	1519000	-884454.4687382183	299.27218697338833	507
15.2%	1520000	-883549.6145393029	301.54109932222804	507
15.2%	1521000	-884608.6917765383	302.4221060980351	507
15.2%	1522000	-884551.1025330098	301.0919380549081	507
15.2%	1523000	-884063.6462920229	300.1074071597674	507
15.2%	1524000	-884483.725184585	300.02734142209	507
15.2%	1525000	-884347.8362873215	301.0857477368545	507
15.3%	1526000	-886084.6219045301	302.20522381359274	507
15.3%	1527000	-885456.7059627804	298.52894154171446	507
15.3%	1528000	-884327.6343608941	300.0481688160011	507
15.3%	1529000	-884423.1329073631	299.9831117462271	507
15.3%	1530000	-884233.396357296	302.79045722008186	507
15.3%	1531000	-884018.1238301122	301.68339007817184	507
15.3%	1532000	-883494.0526765985	300.9625329128345	507
15.3%	1533000	-883781.7618326875	299.8219108491554	507
15.3%	1534000	-884291.8032173249	300.9237056559106	507
15.3%	1535000	-884856.2702435232	300.58546858018815	507
15.4%	1536000	-885043.4236964942	299.7309278922608	507
15.4%	1537000	-883220.0176566583	300.52986463897844	507
15.4%	1538000	-885223.4179340545	300.57798104195336	508
15.4%	1539000	-885762.345125909	299.5396576316592	508
15.4%	1540000	-885833.1925605964	301.69280760351774	507
15.4%	1541000	-885026.9811927467	299.23466900322074	507
15.4%	1542000	-885116.4385969522	298.77702748354585	507
15.4%	1543000	-885584.0513168368	299.5904643352746	507
15.4%	1544000	-885580.7017831071	301.82774303074757	507
15.4%	1545000	-884871.7996252212	298.89764255097805	507
15.5%	1546000	-886238.432632728	299.26907100942316	507
15.5%	1547000	-885200.1404755977	300.7103987052258	507
15.5%	1548000	-884502.0580192646	300.92650067030235	508
15.5%	1549000	-885450.3940337277	301.24063983847776	508
15.5%	1550000	-885687.0044008186	300.5045123077869	507
15.5%	1551000	-885399.7363594994	299.5716233398411	507
15.5%	1552000	-885928.5880282577	299.27596294701334	507
15.5%	1553000	-886145.9594505243	302.22925083541503	507
15.5%	1554000	-885876.1417298815	298.54581376764776	507
15.6%	1555000	-885585.158525181	301.85156730126886	507
15.6%	1556000	-885733.2092916067	300.6895945361934	507
15.6%	1557000	-885860.5038717263	300.5523151895118	507
15.6%	1558000	-885354.7135305158	300.3631433545428	507
15.6%	1559000	-885204.4230200369	300.9652160070845	508
15.6%	1560000	-885098.9671535231	300.498110361699	507
15.6%	1561000	-883961.9590702825	300.5072241889981	507
15.6%	1562000	-883119.9446271975	299.70133166256943	507
15.6%	1563000	-884758.938469369	299.2649506405502	507
15.6%	1564000	-883197.2460668404	299.6169029807218	507
15.7%	1565000	-884425.7052040491	300.5619468441821	507
15.7%	1566000	-883558.081208609	300.4326112569211	507
